Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Year Offset,Owned_Per_Year,ID,BGG Rank,Mechanics,Domains
Orient Express,2.0,5.0,90.0,14.0,87.0,7.06,2.6,248.0,other,True,5.58,Trains,Network and Route Building,10.0,0.35,True,1985.0,39.0,6.36,2363.0,3403,"Area Movement, Deduction, Dice Rolling, Events, Paper-and-Pencil, Race, Roll / Spin and Move, Track Movement, Variable Player Powers","Strategy Games, Thematic Games"
Orient Express,2.0,5.0,90.0,14.0,87.0,7.06,2.6,248.0,other,True,5.58,Trains,Network and Route Building,10.0,0.35,True,2017.0,7.0,35.43,2363.0,3403,"Area Movement, Deduction, Dice Rolling, Events, Paper-and-Pencil, Race, Roll / Spin and Move, Track Movement, Variable Player Powers","Strategy Games, Thematic Games"
Master Thieves,2.0,8.0,60.0,10.0,737.0,6.54,2.34,780.0,Party Games,True,5.78,Deduction,Memory,109.0,0.94,True,2004.0,20.0,39.0,10947.0,3404,"Memory, Simultaneous Action Selection, Variable Player Powers",Party Games
Martians: A Story of Civilization,1.0,4.0,120.0,14.0,851.0,6.52,3.72,2139.0,Strategy Games,True,5.79,City Building,Action Points,59.95,0.4,True,2016.0,8.0,267.38,192673.0,3405,"Action Points, Cooperative Game, Solo / Solitaire Game, Team-Based Game, Variable Player Powers, Worker Placement",Strategy Games
Junk Orbit,2.0,5.0,40.0,10.0,463.0,7.02,1.56,869.0,Strategy Games,True,5.81,Science Fiction,Pick-up and Deliver,15.0,0.53,True,2018.0,6.0,144.83,247360.0,3406,"Pick-up and Deliver, Point to Point Movement, Variable Player Powers",Strategy Games
Australian Rails,2.0,6.0,240.0,10.0,513.0,6.95,2.65,908.0,Strategy Games,True,5.78,Economic,Crayon Rail System,23.0,0.56,True,1994.0,30.0,30.27,935.0,3407,"Crayon Rail System, Network and Route Building, Pick-up and Deliver",Strategy Games
Igloo Pop,2.0,6.0,20.0,7.0,1210.0,6.25,1.09,1363.0,Children's Games,False,5.79,Action / Dexterity,Betting and Bluffing,12.0,0.89,True,2003.0,21.0,64.9,8668.0,3409,"Betting and Bluffing, Simultaneous Action Selection","Children's Games, Family Games"
Secrets of the Lost Tomb,1.0,6.0,120.0,13.0,488.0,7.34,3.26,1308.0,Thematic Games,True,5.8,Adventure,Action Points,200.0,0.37,True,2015.0,9.0,145.33,150484.0,3410,"Action Points, Cooperative Game, Dice Rolling, Modular Board, Tile Placement, Variable Player Powers",Thematic Games
Nicht die Bohne!,3.0,6.0,45.0,10.0,1019.0,6.34,1.36,1212.0,Family Games,False,5.78,Card Game,Simultaneous Action Selection,7.0,0.84,True,1999.0,25.0,48.48,192.0,3413,"Simultaneous Action Selection, Trading",Family Games
Midway,2.0,2.0,120.0,12.0,831.0,6.6,2.44,1988.0,Wargames,True,5.8,Nautical,Dice Rolling,10.0,0.42,True,1964.0,60.0,33.13,2250.0,3414,"Dice Rolling, Grid Movement, Hidden Movement, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Secret Unit Deployment, Simulation, Square Grid",Wargames
Midway,2.0,2.0,120.0,12.0,831.0,6.6,2.44,1988.0,Wargames,True,5.8,Nautical,Dice Rolling,10.0,0.42,True,1964.0,60.0,33.13,1373.0,8015,"Hexagon Grid, Secret Unit Deployment",Wargames
Midway,2.0,2.0,120.0,12.0,831.0,6.6,2.44,1988.0,Wargames,True,5.8,Nautical,Dice Rolling,10.0,0.42,True,1991.0,33.0,60.24,2250.0,3414,"Dice Rolling, Grid Movement, Hidden Movement, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Secret Unit Deployment, Simulation, Square Grid",Wargames
Midway,2.0,2.0,120.0,12.0,831.0,6.6,2.44,1988.0,Wargames,True,5.8,Nautical,Dice Rolling,10.0,0.42,True,1991.0,33.0,60.24,1373.0,8015,"Hexagon Grid, Secret Unit Deployment",Wargames
Midway,2.0,2.0,240.0,12.0,166.0,6.35,2.33,550.0,Wargames,False,5.57,Nautical,Hexagon Grid,10.0,0.3,True,1964.0,60.0,9.17,2250.0,3414,"Dice Rolling, Grid Movement, Hidden Movement, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Secret Unit Deployment, Simulation, Square Grid",Wargames
Midway,2.0,2.0,240.0,12.0,166.0,6.35,2.33,550.0,Wargames,False,5.57,Nautical,Hexagon Grid,10.0,0.3,True,1964.0,60.0,9.17,1373.0,8015,"Hexagon Grid, Secret Unit Deployment",Wargames
Midway,2.0,2.0,240.0,12.0,166.0,6.35,2.33,550.0,Wargames,False,5.57,Nautical,Hexagon Grid,10.0,0.3,True,1991.0,33.0,16.67,2250.0,3414,"Dice Rolling, Grid Movement, Hidden Movement, Movement Points, Paper-and-Pencil, Ratio / Combat Results Table, Secret Unit Deployment, Simulation, Square Grid",Wargames
Midway,2.0,2.0,240.0,12.0,166.0,6.35,2.33,550.0,Wargames,False,5.57,Nautical,Hexagon Grid,10.0,0.3,True,1991.0,33.0,16.67,1373.0,8015,"Hexagon Grid, Secret Unit Deployment",Wargames
Brawl,2.0,7.0,15.0,10.0,1151.0,6.35,1.37,2269.0,Family Games,False,5.79,Card Game,Real-Time,10.0,0.51,True,1999.0,25.0,90.76,392.0,3415,"Real-Time, Variable Player Powers","Family Games, Thematic Games"
Rory's Story Cubes: Actions,1.0,12.0,20.0,6.0,937.0,6.41,1.19,3358.0,Family Games,False,5.79,Dice,Cooperative Game,32.0,0.28,True,2007.0,17.0,197.53,89415.0,3416,"Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling",Family Games
Kaigan,3.0,4.0,90.0,12.0,446.0,6.95,2.94,438.0,Strategy Games,True,5.76,Travel,Action Points,60.0,1.02,True,2009.0,15.0,29.2,61458.0,3417,"Action Points, Area Majority / Influence, Hand Management",Strategy Games
Anno 1503,2.0,4.0,90.0,10.0,1284.0,6.27,2.35,2248.0,Family Games,False,5.76,City Building,Tile Placement,39.95,0.57,True,2003.0,21.0,107.05,8166.0,3418,Tile Placement,"Family Games, Strategy Games"
Vs System 2PCG: The Marvel Battles,2.0,2.0,30.0,12.0,554.0,6.98,2.38,1482.0,Customizable Games,True,5.79,Card Game,Hand Management,49.99,0.37,True,2015.0,9.0,164.67,178892.0,3419,"Hand Management, Variable Player Powers",Customizable Games
Target for Today,1.0,1.0,90.0,12.0,325.0,8.02,3.43,1117.0,Wargames,True,5.88,Aviation / Flight,Action Queue,45.0,0.29,True,2017.0,7.0,159.57,160903.0,3420,"Action Queue, Dice Rolling, Simulation, Solo / Solitaire Game",Wargames
Sumeria,3.0,4.0,60.0,10.0,730.0,6.57,2.26,1039.0,Strategy Games,True,5.78,Abstract Strategy,Area Majority / Influence,31.95,0.7,True,2009.0,15.0,69.27,39832.0,3422,"Area Majority / Influence, Point to Point Movement, Set Collection",Strategy Games
10' to Kill,2.0,4.0,15.0,12.0,1199.0,6.28,1.67,1975.0,Family Games,False,5.77,Animals,Action Queue,59.0,0.61,True,2015.0,9.0,219.44,174476.0,3423,"Action Queue, Memory, Modular Board, Player Elimination, Secret Unit Deployment","Family Games, Party Games"
Mijnlieff,2.0,2.0,10.0,6.0,438.0,7.18,1.71,455.0,Abstract Games,True,5.82,Abstract Strategy,Modular Board,14.9,0.96,True,2010.0,14.0,32.5,72667.0,3424,"Modular Board, Pattern Building",Abstract Games
Bubblee Pop,1.0,2.0,20.0,8.0,1014.0,6.39,1.5,1474.0,Abstract Games,False,5.76,Not available,Pattern Building,35.0,0.69,True,2016.0,8.0,184.25,192343.0,3425,Pattern Building,"Abstract Games, Family Games"
Grog Island,2.0,4.0,75.0,10.0,694.0,6.59,2.2,1143.0,Strategy Games,True,5.77,Dice,Auction/Bidding,25.0,0.61,True,2014.0,10.0,114.3,163931.0,3426,"Auction/Bidding, Dice Rolling, Set Collection, Trading",Strategy Games
Flowerpower,1.0,2.0,30.0,8.0,701.0,6.56,1.48,801.0,Abstract Games,True,5.77,Abstract Strategy,Area Majority / Influence,24.99,0.88,True,2001.0,23.0,34.83,1545.0,3427,"Area Majority / Influence, Tile Placement","Abstract Games, Family Games"
Christmas Tree,2.0,4.0,45.0,10.0,381.0,7.22,2.2,646.0,Family Games,True,5.85,Card Game,Open Drafting,40.0,0.59,True,2017.0,7.0,92.29,234711.0,3429,"Card Drafting, Set Collection, Simultaneous Action Selection, Tile Placement",Family Games
"Silver Bayonet: The First Team in Vietnam, 1965 (25th Anniversary Edition)",1.0,2.0,960.0,12.0,256.0,8.13,3.94,1167.0,Wargames,True,5.82,Vietnam War,Dice Rolling,49.99,0.22,True,2016.0,8.0,145.88,214996.0,3430,"Dice Rolling, Hexagon Grid",Wargames
"Freedom in the Galaxy: The Star Rebellions, 5764 AD",2.0,2.0,120.0,12.0,656.0,6.71,3.94,1907.0,Thematic Games,True,5.79,Movies / TV / Radio theme,Action/Event,20.0,0.34,True,1979.0,45.0,42.38,1717.0,3431,"Action/Event, Area Movement, Ratio / Combat Results Table, Roles with Asymmetric Information, Scenario / Mission / Campaign Game, Secret Unit Deployment","Thematic Games, Wargames"
CVlizations,2.0,5.0,60.0,10.0,968.0,6.36,1.88,1741.0,Family Games,False,5.75,Card Game,Action Queue,39.95,0.56,True,2015.0,9.0,193.44,181494.0,3432,"Action Queue, Hand Management, Set Collection, Turn Order: Progressive, Turn Order: Role Order",Family Games
Detective: A Modern Crime Board Game - Season One,1.0,5.0,120.0,12.0,377.0,7.26,2.08,1525.0,Thematic Games,True,5.99,Deduction,Cooperative Game,29.99,0.25,True,2020.0,4.0,381.25,293531.0,3433,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games
King's Breakfast,3.0,5.0,15.0,7.0,1507.0,6.17,1.18,1821.0,Family Games,False,5.79,Card Game,Commodity Speculation,8.0,0.83,True,2003.0,21.0,86.71,6263.0,3434,"Card Drafting, Set Collection",Family Games
Via Magica,2.0,6.0,30.0,7.0,500.0,6.91,1.35,622.0,Family Games,True,6.06,Card Game,Bingo,20.0,0.8,True,2020.0,4.0,155.5,300936.0,3435,"Bingo, Card Drafting, Push Your Luck, Set Collection",Family Games
B-Sieged: Sons of the Abyss,1.0,6.0,90.0,13.0,896.0,6.59,2.8,2374.0,Strategy Games,True,5.77,Fantasy,Cooperative Game,199.0,0.38,True,2016.0,8.0,296.75,164865.0,3437,"Cooperative Game, Dice Rolling, Grid Movement","Strategy Games, Thematic Games"
Snowblind: Race for the Pole,1.0,4.0,60.0,10.0,556.0,6.84,1.95,949.0,Thematic Games,True,5.79,Dice,Dice Rolling,41.95,0.59,True,2016.0,8.0,118.62,181523.0,3438,"Dice Rolling, Player Elimination, Push Your Luck",Thematic Games
Penny Arcade: The Game - Gamers vs. Evil,2.0,4.0,45.0,15.0,893.0,6.49,2.24,1595.0,Strategy Games,True,5.76,Card Game,"Deck, Bag, and Pool Building",26.99,0.56,True,2011.0,13.0,122.69,97803.0,3439,"Card Drafting, Deck Bag and Pool Building, Hand Management, Variable Player Powers",Strategy Games
Imperium: Empires in Conflict - Worlds in the Balance,2.0,2.0,180.0,12.0,541.0,6.87,2.68,1344.0,Wargames,True,5.77,Economic,Dice Rolling,50.0,0.4,True,1977.0,47.0,28.6,3661.0,3442,"Dice Rolling, Events, Grid Movement, Hexagon Grid, Point to Point Movement, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Variable Player Powers",Wargames
Ninety-Nine,2.0,4.0,60.0,8.0,365.0,7.21,2.13,199.0,Abstract Games,True,5.85,Card Game,Hand Management,15.5,1.83,True,1974.0,50.0,3.98,6688.0,3444,"Betting and Bluffing, Hand Management, Trick-taking","Abstract Games, Strategy Games"
Ninety-Nine,2.0,4.0,60.0,8.0,365.0,7.21,2.13,199.0,Abstract Games,True,5.85,Card Game,Hand Management,15.5,1.83,True,0.0,2024.0,0.1,6688.0,3444,"Betting and Bluffing, Hand Management, Trick-taking","Abstract Games, Strategy Games"
Ninety-Nine,2.0,13.0,20.0,0.0,30.0,4.53,1.67,33.0,other,False,5.43,Card Game,Hand Management,10.0,0.91,False,1974.0,50.0,0.66,6688.0,3444,"Betting and Bluffing, Hand Management, Trick-taking","Abstract Games, Strategy Games"
Ninety-Nine,2.0,13.0,20.0,0.0,30.0,4.53,1.67,33.0,other,False,5.43,Card Game,Hand Management,10.0,0.91,False,0.0,2024.0,0.02,6688.0,3444,"Betting and Bluffing, Hand Management, Trick-taking","Abstract Games, Strategy Games"
Lock 'n Load: Forgotten Heroes - Vietnam,2.0,2.0,60.0,12.0,351.0,7.41,3.11,949.0,Wargames,True,5.76,Vietnam War,Hexagon Grid,40.95,0.37,True,2003.0,21.0,45.19,6542.0,3446,Hexagon Grid,Wargames
Dungeon Run,1.0,6.0,60.0,9.0,1501.0,6.24,2.2,1984.0,Thematic Games,False,5.77,Adventure,Area Movement,29.95,0.76,True,2011.0,13.0,152.62,66424.0,3447,"Area Movement, Dice Rolling, Modular Board, Variable Player Powers",Thematic Games
Day & Night,2.0,2.0,45.0,10.0,686.0,6.62,2.45,782.0,Abstract Games,True,5.75,Abstract Strategy,Area Majority / Influence,17.49,0.88,True,2008.0,16.0,48.88,35935.0,3448,"Area Majority / Influence, Hand Management, Pattern Building, Tile Placement, Variable Player Powers","Abstract Games, Strategy Games"
Yinzi,2.0,4.0,180.0,12.0,298.0,7.58,4.2,506.0,Strategy Games,True,5.79,Economic,Hand Management,69.0,0.59,True,2019.0,5.0,101.2,266460.0,3452,"Hand Management, Pick-up and Deliver, Worker Placement",Strategy Games
Abandon Ship,3.0,7.0,30.0,10.0,1026.0,6.33,1.23,1312.0,Family Games,False,5.79,Animals,Area Movement,22.99,0.78,True,2008.0,16.0,82.0,41636.0,3453,"Area Movement, Dice Rolling",Family Games
Samarkand,2.0,5.0,40.0,9.0,763.0,6.48,1.95,984.0,Strategy Games,True,5.77,Economic,Pick-up and Deliver,16.0,0.78,True,1980.0,44.0,22.36,364.0,3455,"Pick-up and Deliver, Set Collection, Square Grid, Trading",Strategy Games
Jäger und Späher,2.0,2.0,60.0,12.0,509.0,6.86,2.65,965.0,Strategy Games,True,5.77,Prehistoric,"Deck, Bag, and Pool Building",12.4,0.53,True,2014.0,10.0,96.5,161530.0,3456,"Card Drafting, Deck Bag and Pool Building, Hand Management, Worker Placement",Strategy Games
Nuclear Proliferation,2.0,6.0,30.0,10.0,760.0,6.55,1.48,1498.0,Thematic Games,True,5.77,Card Game,Hand Management,45.0,0.51,True,1992.0,32.0,46.81,1212.0,3457,"Hand Management, Take That, Variable Player Powers",Thematic Games
Road Kill Rally,3.0,6.0,90.0,12.0,950.0,6.4,2.05,2028.0,Thematic Games,False,5.77,Fighting,Dice Rolling,34.5,0.47,True,2010.0,14.0,144.86,65225.0,3458,"Dice Rolling, Modular Board",Thematic Games
Totaler Krieg!,2.0,3.0,360.0,12.0,333.0,7.43,4.04,674.0,Wargames,True,5.76,Wargame,Action Queue,45.0,0.49,True,1999.0,25.0,26.96,4258.0,3459,"Action Queue, Dice Rolling, Grid Movement, Hexagon Grid, Simulation",Wargames
Porto,1.0,4.0,45.0,8.0,358.0,7.31,1.94,562.0,Family Games,True,5.87,City Building,Hand Management,65.0,0.64,True,2019.0,5.0,112.4,254619.0,3460,"Hand Management, Tile Placement",Family Games
Cardcassonne,2.0,5.0,45.0,8.0,1188.0,6.27,1.76,2304.0,Family Games,False,5.79,Card Game,Hand Management,18.49,0.52,True,2009.0,15.0,153.6,58798.0,3463,"Card Drafting, Hand Management, Set Collection",Family Games
Crusader Kings,3.0,5.0,180.0,14.0,600.0,7.0,3.31,1430.0,Thematic Games,True,5.82,Medieval,Area Majority / Influence,99.0,0.42,True,2019.0,5.0,286.0,253574.0,3464,"Area Majority / Influence, Campaign / Battle Card Driven, Card Drafting, Deck Bag and Pool Building, Hand Management, Role Playing, Simultaneous Action Selection, Team-Based Game, Trading",Thematic Games
Lunar Rails,2.0,6.0,240.0,10.0,522.0,6.88,2.76,951.0,Strategy Games,True,5.77,Economic,Crayon Rail System,25.0,0.55,True,2003.0,21.0,45.29,6663.0,3465,"Crayon Rail System, Network and Route Building, Pick-up and Deliver",Strategy Games
World of Warcraft: The Adventure Game,2.0,4.0,120.0,12.0,1947.0,6.16,2.56,3825.0,Thematic Games,False,5.78,Adventure,Dice Rolling,26.5,0.51,True,2008.0,16.0,239.06,29294.0,3467,"Dice Rolling, Hand Management, Role Playing, Variable Player Powers",Thematic Games
Gambit 7,3.0,21.0,15.0,7.0,577.0,6.7,1.06,659.0,Party Games,True,5.78,Party Game,Betting and Bluffing,16.99,0.88,True,2008.0,16.0,41.19,47046.0,3468,Betting and Bluffing,Party Games
Bughouse Chess,4.0,4.0,10.0,10.0,335.0,7.4,2.83,174.0,Abstract Games,True,5.76,Abstract Strategy,Grid Movement,15.5,1.93,True,1960.0,64.0,2.72,14188.0,3469,"Grid Movement, Team-Based Game",Abstract Games
Brew Crafters: Travel Card Game,2.0,4.0,30.0,13.0,972.0,6.33,1.33,2267.0,Family Games,False,5.78,Card Game,Contracts,25.0,0.43,True,2014.0,10.0,226.7,154905.0,3470,Hand Management,"Family Games, Thematic Games"
Alchemist,2.0,5.0,50.0,10.0,1357.0,6.21,2.23,1605.0,Strategy Games,False,5.77,Economic,Area Majority / Influence,22.0,0.85,True,2007.0,17.0,94.41,27385.0,3471,"Area Majority / Influence, Set Collection",Strategy Games
Guilds of Cadwallon,2.0,4.0,30.0,10.0,782.0,6.5,1.81,1813.0,Abstract Games,True,5.77,Fantasy,Area Majority / Influence,25.0,0.43,True,2013.0,11.0,164.82,134711.0,3472,"Area Majority / Influence, Set Collection, Tile Placement","Abstract Games, Strategy Games"
Twin It!,2.0,6.0,10.0,6.0,477.0,6.92,1.0,1031.0,Party Games,True,5.87,Action / Dexterity,Cooperative Game,6.0,0.46,True,2017.0,7.0,147.29,222887.0,3473,"Pattern Recognition, Set Collection, Take That",Party Games
Hegemonic,2.0,6.0,180.0,13.0,542.0,6.81,3.69,1417.0,Strategy Games,True,5.74,Civilization,Area Majority / Influence,48.99,0.38,True,2013.0,11.0,128.82,92666.0,3474,"Area Majority / Influence, Hand Management, Modular Board, Simultaneous Action Selection, Tile Placement",Strategy Games
Commands & Colors Tricorne: The American Revolution,2.0,2.0,90.0,0.0,212.0,8.41,2.47,627.0,Wargames,True,5.83,Age of Reason,Campaign / Battle Card Driven,68.95,0.34,True,2017.0,7.0,89.57,199182.0,3475,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Simulation",Wargames
Gin Rummy,2.0,2.0,30.0,8.0,1210.0,6.28,1.7,742.0,Family Games,False,5.84,Card Game,Hand Management,15.5,1.63,True,1909.0,115.0,6.45,25574.0,3477,Set Collection,Family Games
Statis Pro Baseball,1.0,2.0,20.0,10.0,475.0,7.14,2.17,835.0,Thematic Games,True,5.79,Card Game,Simulation,5.0,0.57,True,1971.0,53.0,15.75,3730.0,3478,Simulation,Thematic Games
Enemy Coast Ahead: The Doolittle Raid,1.0,2.0,360.0,13.0,244.0,8.09,3.13,1155.0,Wargames,True,5.81,Aviation / Flight,Area Movement,53.95,0.21,True,2017.0,7.0,165.0,188390.0,3479,"Area Movement, Chit-Pull System, Dice Rolling, Simulation",Wargames
Armadöra,2.0,4.0,30.0,8.0,944.0,6.43,1.97,1638.0,Abstract Games,False,5.79,Abstract Strategy,Area Majority / Influence,8.0,0.58,True,2003.0,21.0,78.0,8229.0,3481,"Area Majority / Influence, Enclosure, Secret Unit Deployment","Abstract Games, Family Games"
Mental Blocks,2.0,9.0,20.0,10.0,456.0,6.95,1.5,809.0,Family Games,True,5.84,Not available,Cooperative Game,40.0,0.56,True,2019.0,5.0,161.8,275089.0,3482,"Cooperative Game, Elapsed Real Time Ending, Pattern Building, Real-Time, Roles with Asymmetric Information, Team-Based Game, Three Dimensional Movement, Traitor Game","Family Games, Party Games"
Darwin's Choice,2.0,6.0,120.0,10.0,502.0,7.62,3.05,1020.0,Family Games,True,5.8,Animals,Area Majority / Influence,30.0,0.49,True,2019.0,5.0,204.0,250309.0,3483,"Area Majority / Influence, Hand Management, Modular Board, Take That",Family Games
Arcana,2.0,4.0,60.0,13.0,1850.0,6.12,2.06,3518.0,Strategy Games,False,5.77,Bluffing,Area Majority / Influence,18.71,0.53,True,2009.0,15.0,234.53,45134.0,3484,"Area Majority / Influence, Deck Bag and Pool Building, Hand Management, Secret Unit Deployment, Set Collection, Trick-taking, Variable Player Powers",Strategy Games
Animal Upon Animal: Balancing Bridge,2.0,4.0,15.0,5.0,424.0,7.02,1.12,629.0,Children's Games,True,5.76,Action / Dexterity,Stacking and Balancing,935.0,0.67,True,2010.0,14.0,44.93,84464.0,3485,Stacking and Balancing,Children's Games
1844: Schweiz,3.0,7.0,300.0,12.0,193.0,8.39,4.32,195.0,Strategy Games,True,5.74,Economic,Auction/Bidding,20.0,0.99,True,2003.0,21.0,9.29,7935.0,3486,"Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement",Strategy Games
Next War: Korea,2.0,2.0,480.0,12.0,258.0,8.16,4.23,1328.0,Wargames,True,5.8,Modern Warfare,Hexagon Grid,49.95,0.19,True,2012.0,12.0,110.67,69130.0,3487,Hexagon Grid,Wargames
SUPERHOT: The Card Game,1.0,3.0,40.0,12.0,944.0,6.42,2.28,2839.0,Strategy Games,False,5.75,Card Game,Action Queue,21.0,0.33,True,2017.0,7.0,405.57,206156.0,3488,"Action Queue, Cooperative Game, Deck Bag and Pool Building, Hand Management",Strategy Games
The Ares Project,2.0,4.0,60.0,13.0,656.0,6.61,3.29,1888.0,Strategy Games,True,5.76,Card Game,Dice Rolling,45.0,0.35,True,2011.0,13.0,145.23,65534.0,3489,"Dice Rolling, Hand Management, King of the Hill, Rock-Paper-Scissors, Secret Unit Deployment, Variable Player Powers",Strategy Games
King of the Elves,2.0,6.0,60.0,10.0,1283.0,6.21,2.02,2415.0,Family Games,False,5.76,Card Game,Hand Management,8.0,0.53,True,1999.0,25.0,96.6,229.0,3490,"Card Drafting, Hand Management, Point to Point Movement",Family Games
Across 5 Aprils,2.0,2.0,180.0,12.0,450.0,6.97,2.36,925.0,Wargames,True,5.78,American Civil War,Chit-Pull System,25.0,0.49,True,1992.0,32.0,28.91,4047.0,3492,"Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation",Wargames
Mow,2.0,10.0,15.0,7.0,1374.0,6.2,1.08,2217.0,Family Games,False,5.76,Animals,Hand Management,16.95,0.62,True,2008.0,16.0,138.56,38984.0,3493,Hand Management,Family Games
Senators,3.0,5.0,60.0,12.0,444.0,7.02,2.08,779.0,Strategy Games,True,5.85,Ancient,Auction: Dutch,39.0,0.57,True,2017.0,7.0,111.29,234337.0,3494,"Auction/Bidding, Auction: Dutch, Auction: Sealed Bid, Constrained Bidding, Follow, Kill Steal, Push Your Luck, Set Collection",Strategy Games
The Magnates: A Game of Power,2.0,5.0,90.0,10.0,587.0,6.76,2.3,739.0,Strategy Games,True,5.78,Card Game,Area Majority / Influence,39.99,0.79,True,2014.0,10.0,73.9,155025.0,3495,"Area Majority / Influence, Auction/Bidding, Hand Management","Strategy Games, Thematic Games"
Reluctant Enemies: Operation Exporter,2.0,2.0,750.0,0.0,261.0,7.95,3.53,1147.0,Wargames,True,5.79,Wargame,Dice Rolling,40.0,0.23,True,2014.0,10.0,114.7,103339.0,3496,"Dice Rolling, Hexagon Grid, Simulation, Zone of Control",Wargames
