Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Year Offset,Owned_Per_Year,ID,BGG Rank,Mechanics,Domains
Exploding Kittens,2.0,5.0,15.0,7.0,21552.0,6.04,1.07,43642.0,Party Games,False,5.88,Animals,Hand Management,49.0,0.49,True,2015.0,9.0,4849.11,172225.0,3267,"Hand Management, Hot Potato, Player Elimination, Push Your Luck, Set Collection, Take That",Party Games
Dungeoneer: Tomb of the Lich Lord,2.0,4.0,60.0,12.0,2586.0,6.11,2.19,4528.0,Thematic Games,False,5.81,Adventure,Action Points,16.0,0.57,True,2003.0,21.0,215.62,5576.0,3269,"Action Points, Dice Rolling, Hand Management, Modular Board, Tile Placement, Variable Player Powers",Thematic Games
Escape from 100 Million B.C.,1.0,6.0,90.0,13.0,556.0,6.9,2.75,1313.0,Thematic Games,True,5.8,Adventure,Cooperative Game,35.0,0.42,True,2017.0,7.0,187.57,206206.0,3270,"Cooperative Game, Critical Hits and Failures, Dice Rolling, Grid Movement, Hexagon Grid, Map Addition, Pick-up and Deliver, Stat Check Resolution",Thematic Games
Roads to Gettysburg,2.0,2.0,180.0,12.0,301.0,7.74,3.44,932.0,Wargames,True,5.8,American Civil War,Hexagon Grid,60.0,0.32,True,1993.0,31.0,30.06,4206.0,3271,Hexagon Grid,Wargames
Black Vienna,3.0,6.0,60.0,10.0,458.0,7.02,2.62,499.0,Strategy Games,True,5.78,Card Game,Paper-and-Pencil,80.0,0.92,True,1987.0,37.0,13.49,756.0,3273,Paper-and-Pencil,Strategy Games
Amazonas,3.0,4.0,50.0,10.0,1229.0,6.33,2.14,1882.0,Family Games,False,5.78,Animals,Hand Management,39.95,0.65,True,2005.0,19.0,99.05,15157.0,3274,"Hand Management, Network and Route Building, Set Collection, Simultaneous Action Selection","Family Games, Strategy Games"
Ristorante Italia,2.0,5.0,90.0,10.0,614.0,6.83,2.39,872.0,Family Games,True,5.79,Economic,Auction/Bidding,25.0,0.7,True,2011.0,13.0,67.08,91189.0,3275,"Auction/Bidding, Card Drafting, Set Collection, Worker Placement",Family Games
Under the Lily Banners,2.0,2.0,300.0,12.0,306.0,7.68,3.6,950.0,Wargames,True,5.78,Pike and Shot,Dice Rolling,28.0,0.32,True,2005.0,19.0,50.0,17651.0,3279,"Dice Rolling, Hexagon Grid, Simulation",Wargames
"Warhammer 40,000 (Fourth Edition)",2.0,6.0,60.0,10.0,1111.0,6.48,3.51,1454.0,Wargames,True,5.8,Fantasy,Dice Rolling,15.5,0.76,True,2004.0,20.0,72.7,13362.0,3280,"Dice Rolling, Modular Board, Variable Player Powers",Wargames
Elk Fest,2.0,2.0,15.0,8.0,1806.0,6.16,1.05,2301.0,Family Games,False,5.8,Action / Dexterity,Flicking,10.0,0.78,True,1999.0,25.0,92.04,403.0,3282,"Flicking, Modular Board",Family Games
Arraial,1.0,4.0,30.0,8.0,698.0,6.66,1.5,1031.0,Family Games,True,5.88,Abstract Strategy,Action Points,29.9,0.68,True,2018.0,6.0,171.83,246150.0,3283,"Action Points, Pattern Building, Solo / Solitaire Game",Family Games
Infinite City,2.0,6.0,45.0,10.0,1744.0,6.2,1.89,1850.0,Strategy Games,False,5.78,City Building,Area Majority / Influence,26.21,0.94,True,2009.0,15.0,123.33,46807.0,3284,"Area Majority / Influence, Hand Management, Tile Placement",Strategy Games
A Game of Thrones Collectible Card Game,2.0,5.0,30.0,0.0,610.0,6.86,2.9,804.0,Customizable Games,True,5.78,Card Game,Hand Management,4.95,0.76,True,2002.0,22.0,36.55,4286.0,3287,Hand Management,Customizable Games
Friese's Landlord,2.0,6.0,40.0,12.0,880.0,6.5,1.77,1760.0,Family Games,True,5.81,Card Game,Hand Management,13.0,0.5,True,2013.0,11.0,160.0,147623.0,3290,"Hand Management, Income, Take That","Family Games, Thematic Games"
"Soviet Dawn: The Russian Civil War, 1918-1921",1.0,1.0,60.0,13.0,459.0,7.06,1.63,1172.0,Wargames,True,5.78,Civil War,Action Points,16.0,0.39,True,2009.0,15.0,78.13,40107.0,3291,"Action Points, Campaign / Battle Card Driven, Dice Rolling, Events, Point to Point Movement, Solo / Solitaire Game",Wargames
Divine Right,2.0,6.0,360.0,12.0,551.0,7.12,3.18,1093.0,Thematic Games,True,5.8,Fantasy,Dice Rolling,55.0,0.5,True,1979.0,45.0,24.29,23.0,3292,"Card Drafting, Dice Rolling, Events, Grid Movement, Hexagon Grid, Movement Points, Player Elimination, Simulation, Variable Phase Order, Variable Player Powers","Thematic Games, Wargames"
Scopa,2.0,6.0,30.0,8.0,821.0,6.55,1.51,1541.0,Family Games,True,5.86,Card Game,Hand Management,10.0,0.53,True,1600.0,424.0,3.63,15889.0,3294,"Hand Management, Memory, Set Collection, Team-Based Game",Family Games
Axis & Allies Miniatures,2.0,2.0,60.0,10.0,1087.0,6.51,2.29,1739.0,Customizable Games,True,5.79,Collectible Components,Campaign / Battle Card Driven,7.5,0.63,True,2005.0,19.0,91.53,17970.0,3295,"Campaign / Battle Card Driven, Card Drafting, Dice Rolling, Roll / Spin and Move","Customizable Games, Wargames"
Pluckin' Pairs,3.0,8.0,50.0,12.0,610.0,6.73,1.09,1045.0,Party Games,True,5.83,Party Game,Simultaneous Action Selection,12.49,0.58,True,2012.0,12.0,87.08,121041.0,3296,"Simultaneous Action Selection, Storytelling, Voting",Party Games
The Stars Are Right,2.0,4.0,55.0,12.0,1324.0,6.31,2.45,2099.0,Strategy Games,False,5.78,Card Game,Hand Management,15.0,0.63,True,2008.0,16.0,131.19,37696.0,3298,"Hand Management, Modular Board, Pattern Building, Pattern Recognition, Tile Placement",Strategy Games
Hive Mind,3.0,12.0,90.0,8.0,459.0,7.11,1.14,1047.0,Party Games,True,5.87,Party Game,Cooperative Game,27.0,0.44,True,2016.0,8.0,130.88,201308.0,3301,"Cooperative Game, Paper-and-Pencil",Party Games
Hart an der Grenze,3.0,6.0,40.0,10.0,940.0,6.45,1.42,892.0,Party Games,True,5.8,Bluffing,Hand Management,33.0,1.05,True,2006.0,18.0,49.56,22237.0,3303,Hand Management,Party Games
Tin Goose,3.0,5.0,150.0,14.0,482.0,6.96,3.0,597.0,Strategy Games,True,5.8,Aviation / Flight,Auction/Bidding,39.95,0.81,True,2016.0,8.0,74.62,133285.0,3304,"Auction/Bidding, Network and Route Building, Point to Point Movement",Strategy Games
Big Points,2.0,5.0,20.0,8.0,874.0,6.46,1.35,892.0,Family Games,True,5.79,Abstract Strategy,Set Collection,8.0,0.98,True,2008.0,16.0,55.75,34004.0,3305,Set Collection,Family Games
Fealty,2.0,4.0,30.0,14.0,646.0,6.68,2.44,983.0,Abstract Games,True,5.79,Abstract Strategy,Area Majority / Influence,25.0,0.66,True,2011.0,13.0,75.62,96704.0,3306,"Area Majority / Influence, Enclosure, Hand Management, Modular Board, Simultaneous Action Selection","Abstract Games, Strategy Games"
Gloria Picktoria,2.0,5.0,45.0,10.0,1048.0,6.35,1.48,1992.0,Family Games,False,5.79,Card Game,Open Drafting,10.99,0.53,True,1996.0,28.0,71.14,247.0,3309,"Card Drafting, Set Collection",Family Games
Piraten kapern,2.0,5.0,30.0,8.0,1233.0,6.34,1.08,2036.0,Family Games,False,5.92,Card Game,Dice Rolling,6.0,0.61,True,2012.0,12.0,169.67,117663.0,3310,"Dice Rolling, Push Your Luck, Set Collection",Family Games
The Lord of the Rings: The Two Towers Deck-Building Game,2.0,5.0,45.0,15.0,583.0,6.86,2.19,1456.0,Thematic Games,True,5.8,Card Game,"Deck, Bag, and Pool Building",13.0,0.4,True,2013.0,11.0,132.36,142555.0,3311,Deck Bag and Pool Building,Thematic Games
Successors (First/Second Edition),2.0,4.0,180.0,12.0,484.0,7.02,3.19,871.0,Wargames,True,5.79,Ancient,Campaign / Battle Card Driven,40.0,0.56,True,1997.0,27.0,32.26,68.0,3314,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",Wargames
Province,2.0,2.0,25.0,13.0,1243.0,6.3,1.82,2901.0,Strategy Games,False,5.78,City Building,Rondel,10.0,0.43,True,2014.0,10.0,290.1,154259.0,3316,"Rondel, Worker Placement",Strategy Games
Mechanica,1.0,4.0,75.0,12.0,559.0,7.0,2.32,1246.0,Family Games,True,5.82,Industry / Manufacturing,Bias,29.0,0.45,True,2020.0,4.0,311.5,268493.0,3318,"Network and Route Building, Tile Placement","Family Games, Strategy Games"
Elements,2.0,2.0,20.0,8.0,541.0,6.83,1.4,764.0,Abstract Games,True,5.8,Bluffing,Hand Management,30.0,0.71,True,2010.0,14.0,54.57,73313.0,3319,Hand Management,"Abstract Games, Family Games"
Elements,2.0,2.0,20.0,8.0,541.0,6.83,1.4,764.0,Abstract Games,True,5.8,Bluffing,Hand Management,30.0,0.71,True,1997.0,27.0,28.3,73313.0,3319,Hand Management,"Abstract Games, Family Games"
Elements,3.0,5.0,30.0,12.0,83.0,5.96,1.55,219.0,other,False,5.52,Card Game,Not available,19.0,0.38,False,2010.0,14.0,15.64,73313.0,3319,Hand Management,"Abstract Games, Family Games"
Elements,3.0,5.0,30.0,12.0,83.0,5.96,1.55,219.0,other,False,5.52,Card Game,Not available,19.0,0.38,False,1997.0,27.0,8.11,73313.0,3319,Hand Management,"Abstract Games, Family Games"
Exoplanets,2.0,4.0,60.0,12.0,757.0,6.6,2.37,1528.0,Family Games,True,5.77,Science Fiction,Area Majority / Influence,19.95,0.5,True,2015.0,9.0,169.78,163976.0,3322,"Area Majority / Influence, Card Drafting, Hand Management, Tile Placement","Family Games, Strategy Games"
Lagoon: Land of Druids,1.0,4.0,60.0,14.0,1303.0,6.3,2.73,3355.0,Abstract Games,False,5.76,Adventure,Grid Movement,40.0,0.39,True,2014.0,10.0,335.5,152053.0,3324,"Grid Movement, Hexagon Grid, Modular Board, Rock-Paper-Scissors, Stock Holding, Tile Placement","Abstract Games, Strategy Games"
Lascaux,3.0,5.0,25.0,8.0,1069.0,6.35,1.58,1217.0,Family Games,False,5.79,Animals,Auction/Bidding,17.9,0.88,True,2007.0,17.0,71.59,30932.0,3327,"Auction/Bidding, Set Collection, Simultaneous Action Selection",Family Games
Bugs in the Kitchen,2.0,4.0,20.0,6.0,1777.0,6.17,1.05,3259.0,Children's Games,False,5.76,Action / Dexterity,Roll / Spin and Move,26.99,0.55,True,2013.0,11.0,296.27,137909.0,3328,Roll / Spin and Move,Children's Games
"DAK2: The Campaign in North Africa, 1940-1942",1.0,2.0,360.0,14.0,273.0,8.29,4.38,744.0,Wargames,True,5.79,Wargame,Dice Rolling,70.0,0.37,True,2004.0,20.0,37.2,12234.0,3330,"Dice Rolling, Hexagon Grid, Simulation",Wargames
Yggdrasil Chronicles,1.0,5.0,90.0,14.0,368.0,7.43,3.0,985.0,Thematic Games,True,5.95,Mythology,Cooperative Game,50.0,0.37,True,2019.0,5.0,197.0,284333.0,3331,"Cooperative Game, Map Deformation, Scenario / Mission / Campaign Game, Three Dimensional Movement, Turn Order: Auction, Variable Player Powers",Thematic Games
"Celles: The Ardennes, December 23-27, 1944",2.0,2.0,180.0,13.0,277.0,7.85,2.3,828.0,Wargames,True,5.84,Wargame,Chit-Pull System,19.99,0.33,True,2012.0,12.0,69.0,129156.0,3332,"Chit-Pull System, Hexagon Grid, Simulation",Wargames
Café,1.0,4.0,45.0,8.0,283.0,7.84,1.88,598.0,Abstract Games,True,6.52,Farming,Action Points,17.0,0.47,True,2020.0,4.0,149.5,284936.0,3333,"Action Points, Highest-Lowest Scoring, Layering, Melding and Splaying, Pick-up and Deliver, Tile Placement","Abstract Games, Strategy Games"
Wildlife Adventure,2.0,6.0,60.0,10.0,572.0,6.8,1.88,877.0,Family Games,True,5.79,Animals,Network and Route Building,30.0,0.65,True,1985.0,39.0,22.49,156.0,3334,"Network and Route Building, Point to Point Movement",Family Games
Versailles,2.0,5.0,90.0,12.0,799.0,6.52,2.75,1423.0,Strategy Games,True,5.78,Territory Building,Point to Point Movement,42.5,0.56,True,2014.0,10.0,142.3,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Versailles,2.0,5.0,90.0,12.0,799.0,6.52,2.75,1423.0,Strategy Games,True,5.78,Territory Building,Point to Point Movement,42.5,0.56,True,2015.0,9.0,158.11,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Versailles,2.0,5.0,90.0,12.0,799.0,6.52,2.75,1423.0,Strategy Games,True,5.78,Territory Building,Point to Point Movement,42.5,0.56,True,2004.0,20.0,71.15,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Versailles,3.0,4.0,45.0,15.0,79.0,7.03,1.8,135.0,other,True,5.56,Bluffing,Area Majority / Influence,60.0,0.59,True,2014.0,10.0,13.5,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Versailles,3.0,4.0,45.0,15.0,79.0,7.03,1.8,135.0,other,True,5.56,Bluffing,Area Majority / Influence,60.0,0.59,True,2015.0,9.0,15.0,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Versailles,3.0,4.0,45.0,15.0,79.0,7.03,1.8,135.0,other,True,5.56,Bluffing,Area Majority / Influence,60.0,0.59,True,2004.0,20.0,6.75,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Versailles,2.0,6.0,15.0,8.0,33.0,5.56,1.5,77.0,other,False,5.5,Abstract Strategy,Not available,10.0,0.43,False,2014.0,10.0,7.7,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Versailles,2.0,6.0,15.0,8.0,33.0,5.56,1.5,77.0,other,False,5.5,Abstract Strategy,Not available,10.0,0.43,False,2015.0,9.0,8.56,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Versailles,2.0,6.0,15.0,8.0,33.0,5.56,1.5,77.0,other,False,5.5,Abstract Strategy,Not available,10.0,0.43,False,2004.0,20.0,3.85,160561.0,3335,"Point to Point Movement, Rondel, Tile Placement",Strategy Games
Men of Iron,2.0,2.0,180.0,12.0,545.0,6.86,2.72,1347.0,Wargames,True,5.79,Medieval,Dice Rolling,35.0,0.4,True,2005.0,19.0,70.89,14683.0,3336,Hexagon Grid,Wargames
Lost Valley: The Yukon Goldrush 1896,2.0,6.0,45.0,10.0,584.0,6.77,2.88,1549.0,Strategy Games,True,5.78,American West,Dice Rolling,32.0,0.38,True,2014.0,10.0,154.9,130605.0,3337,"Dice Rolling, Modular Board, Tile Placement",Strategy Games
Vampire Empire,2.0,2.0,30.0,10.0,616.0,6.73,2.18,1223.0,Strategy Games,True,5.77,Bluffing,Hand Management,16.5,0.5,True,2012.0,12.0,101.92,128698.0,3339,Hand Management,Strategy Games
Unicornus Knights,2.0,6.0,90.0,12.0,464.0,7.07,3.33,1217.0,Thematic Games,True,5.83,Fantasy,Action Points,60.0,0.38,True,2016.0,8.0,152.12,204605.0,3340,"Bias, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",Thematic Games
Mhing,2.0,6.0,60.0,10.0,670.0,6.68,2.11,1655.0,Abstract Games,True,5.79,Card Game,Set Collection,10.0,0.4,True,1982.0,42.0,39.4,1452.0,3341,Set Collection,"Abstract Games, Family Games"
Alhambra: The Card Game,2.0,6.0,45.0,10.0,938.0,6.42,1.72,2449.0,Family Games,False,5.8,Arabian,Area Majority / Influence,25.0,0.38,True,1992.0,32.0,76.53,431.0,3342,"Area Majority / Influence, Card Drafting, Hand Management, Set Collection",Family Games
Grant Takes Command,2.0,2.0,120.0,12.0,260.0,7.96,3.71,825.0,Wargames,True,5.78,American Civil War,Dice Rolling,100.0,0.32,True,2001.0,23.0,35.87,1821.0,3343,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Scenario / Mission / Campaign Game, Simulation",Wargames
Iquazú,2.0,4.0,50.0,10.0,545.0,6.84,1.73,926.0,Family Games,True,5.85,Fantasy,Area Majority / Influence,25.0,0.59,True,2017.0,7.0,132.29,235627.0,3345,"Area Majority / Influence, Hand Management, Modular Board, Set Collection",Family Games
Stonewall in the Valley,2.0,2.0,840.0,12.0,307.0,7.72,3.41,1074.0,Wargames,True,5.79,American Civil War,Dice Rolling,40.0,0.29,True,1995.0,29.0,37.03,4214.0,3346,"Dice Rolling, Hexagon Grid",Wargames
1776: The Game of the American Revolutionary War,2.0,2.0,120.0,12.0,964.0,6.5,3.12,2543.0,Wargames,True,5.81,Age of Reason,Dice Rolling,11.25,0.38,True,1974.0,50.0,50.86,3312.0,3349,"Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Simulation",Wargames
Antidote,2.0,7.0,30.0,13.0,1179.0,6.36,1.63,2625.0,Family Games,False,5.78,Card Game,Hand Management,15.0,0.45,True,2013.0,11.0,238.64,150783.0,3350,"Hand Management, Simultaneous Action Selection, Team-Based Game, Variable Phase Order","Family Games, Party Games"
Munchkin Booty,3.0,6.0,90.0,10.0,2007.0,6.23,1.95,4856.0,Thematic Games,False,5.77,Card Game,Dice Rolling,16.95,0.41,True,2008.0,16.0,303.5,31920.0,3352,"Dice Rolling, Take That, Trading, Variable Player Powers",Thematic Games
Unspeakable Words,2.0,6.0,30.0,10.0,1479.0,6.23,1.32,2677.0,Family Games,False,5.8,Card Game,Dice Rolling,13.99,0.55,True,2007.0,17.0,157.47,24304.0,3353,"Dice Rolling, Hand Management, Player Elimination, Push Your Luck","Family Games, Party Games"
Too Many Cooks,2.0,5.0,30.0,10.0,1071.0,6.34,1.4,1431.0,Family Games,False,5.82,Card Game,Hand Management,7.5,0.75,True,2002.0,22.0,65.05,3632.0,3355,"Hand Management, Set Collection, Trick-taking",Family Games
Too Many Cooks,2.0,5.0,30.0,10.0,1071.0,6.34,1.4,1431.0,Family Games,False,5.82,Card Game,Hand Management,7.5,0.75,True,2001.0,23.0,62.22,3632.0,3355,"Hand Management, Set Collection, Trick-taking",Family Games
Too Many Cooks,2.0,5.0,90.0,12.0,39.0,5.61,1.5,70.0,other,False,5.5,Card Game,Auction/Bidding,15.0,0.56,False,2002.0,22.0,3.18,3632.0,3355,"Hand Management, Set Collection, Trick-taking",Family Games
Too Many Cooks,2.0,5.0,90.0,12.0,39.0,5.61,1.5,70.0,other,False,5.5,Card Game,Auction/Bidding,15.0,0.56,False,2001.0,23.0,3.04,3632.0,3355,"Hand Management, Set Collection, Trick-taking",Family Games
I Go!,2.0,4.0,30.0,8.0,995.0,6.4,1.48,1350.0,Family Games,False,5.79,Card Game,Hand Management,8.0,0.74,True,2003.0,21.0,64.29,8552.0,3356,"Card Drafting, Hand Management, Pattern Building, Set Collection",Family Games
Siam,2.0,2.0,15.0,8.0,612.0,6.71,2.19,832.0,Abstract Games,True,5.79,Abstract Strategy,Grid Movement,43.99,0.74,True,2005.0,19.0,43.79,20782.0,3358,Grid Movement,Abstract Games
"Fort Sumter: The Secession Crisis, 1860-61",2.0,2.0,40.0,10.0,682.0,6.64,1.83,1224.0,Wargames,True,5.79,American Civil War,Action/Event,29.99,0.56,True,2018.0,6.0,204.0,229956.0,3359,"Action/Event, Area Majority / Influence, Campaign / Battle Card Driven, Hand Management, Scenario / Mission / Campaign Game, Simulation",Wargames
Candamir: The First Settlers,2.0,4.0,60.0,12.0,1821.0,6.17,2.24,2858.0,Family Games,False,5.8,Exploration,Action Points,22.99,0.64,True,2004.0,20.0,142.9,12004.0,3360,"Action Points, Grid Movement, Set Collection, Trading, Variable Player Powers",Family Games
Dungeoneer: Vault of the Fiends,2.0,4.0,30.0,12.0,1274.0,6.3,2.23,2741.0,Thematic Games,False,5.79,Adventure,Action Points,14.0,0.46,True,2003.0,21.0,130.52,8207.0,3361,"Action Points, Dice Rolling, Hand Management, Modular Board, Tile Placement, Variable Player Powers",Thematic Games
AT-43 Initiation Set: Operation Damocles,2.0,2.0,60.0,12.0,539.0,6.97,2.83,917.0,Wargames,True,5.77,Fantasy,Action Points,60.0,0.59,True,2006.0,18.0,50.94,24878.0,3363,"Action Points, Dice Rolling, Line of Sight",Wargames
Rage,2.0,10.0,45.0,8.0,1677.0,6.19,1.47,4111.0,Family Games,False,5.8,Card Game,Hand Management,8.0,0.41,True,1983.0,41.0,100.27,568.0,3364,"Hand Management, Trick-taking",Family Games
Rage,2.0,10.0,45.0,8.0,1677.0,6.19,1.47,4111.0,Family Games,False,5.8,Card Game,Hand Management,8.0,0.41,True,1995.0,29.0,141.76,568.0,3364,"Hand Management, Trick-taking",Family Games
Rage,2.0,6.0,45.0,12.0,573.0,6.09,2.35,958.0,Customizable Games,False,5.61,Card Game,Not available,5.0,0.6,True,1983.0,41.0,23.37,568.0,3364,"Hand Management, Trick-taking",Family Games
Rage,2.0,6.0,45.0,12.0,573.0,6.09,2.35,958.0,Customizable Games,False,5.61,Card Game,Not available,5.0,0.6,True,1995.0,29.0,33.03,568.0,3364,"Hand Management, Trick-taking",Family Games
Hex,2.0,2.0,20.0,8.0,700.0,6.7,2.78,569.0,Abstract Games,True,5.8,Abstract Strategy,Hexagon Grid,20.0,1.23,True,1942.0,82.0,6.94,4112.0,3366,"Hexagon Grid, Network and Route Building",Abstract Games
Assault on Hoth: The Empire Strikes Back,2.0,2.0,90.0,12.0,501.0,6.97,2.21,971.0,Thematic Games,True,5.78,Movies / TV / Radio theme,Campaign / Battle Card Driven,15.0,0.52,True,1988.0,36.0,26.97,3548.0,3367,"Campaign / Battle Card Driven, Dice Rolling, Events, Grid Movement, Hexagon Grid, Simulation","Thematic Games, Wargames"
Pocket Battles: Elves vs. Orcs,2.0,2.0,20.0,8.0,814.0,6.54,2.06,2087.0,Wargames,True,5.78,Fantasy,Dice Rolling,12.5,0.39,True,2010.0,14.0,149.07,66081.0,3369,Dice Rolling,Wargames
Caribbean,2.0,4.0,30.0,8.0,1493.0,6.21,1.75,1923.0,Family Games,False,5.79,Bluffing,Action Queue,13.99,0.78,True,2004.0,20.0,96.15,13301.0,3372,"Action Queue, Area Movement, Auction/Bidding, Pick-up and Deliver, Simultaneous Action Selection",Family Games
UGO!,2.0,4.0,40.0,10.0,681.0,6.6,1.63,994.0,Family Games,True,5.78,Card Game,Hand Management,17.0,0.69,True,2013.0,11.0,90.36,139326.0,3374,"Hand Management, Trick-taking",Family Games
Terrible Swift Sword: Battle of Gettysburg Game,2.0,6.0,4200.0,12.0,368.0,7.44,4.15,966.0,Wargames,True,5.8,American Civil War,Dice Rolling,150.0,0.38,True,1976.0,48.0,20.12,3577.0,3375,"Dice Rolling, Hexagon Grid, Ratio / Combat Results Table, Zone of Control",Wargames
Sultaniya,2.0,4.0,45.0,8.0,761.0,6.55,2.0,1369.0,Family Games,True,5.78,Arabian,Pattern Building,30.99,0.56,True,2014.0,10.0,136.9,145012.0,3376,"Pattern Building, Set Collection, Tile Placement",Family Games
Temporum,2.0,5.0,35.0,13.0,1002.0,6.38,2.14,1169.0,Strategy Games,False,5.78,Age of Reason,Area Majority / Influence,29.95,0.86,True,2014.0,10.0,116.9,162263.0,3377,"Area Majority / Influence, Hand Management, Modular Board, Point to Point Movement",Strategy Games
Super Fantasy: Ugly Snouts Assault,1.0,6.0,90.0,8.0,549.0,6.83,2.42,1090.0,Thematic Games,True,5.77,Exploration,Cooperative Game,29.95,0.5,True,2013.0,11.0,99.09,147747.0,3380,"Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Team-Based Game, Variable Player Powers",Thematic Games
WarCraft: The Board Game,2.0,4.0,120.0,12.0,2579.0,6.12,2.76,4136.0,Thematic Games,False,5.8,City Building,Dice Rolling,30.0,0.62,True,2003.0,21.0,196.95,7479.0,3381,"Dice Rolling, Modular Board, Team-Based Game, Variable Player Powers","Thematic Games, Wargames"
Reiner Knizia's Decathlon,1.0,4.0,45.0,10.0,1178.0,6.3,1.2,1120.0,Family Games,False,5.8,Dice,Dice Rolling,5.0,1.05,True,2003.0,21.0,53.33,6955.0,3382,"Dice Rolling, Push Your Luck",Family Games
"Stalingrad '42: Southern Russia, June-December, 1942",1.0,4.0,480.0,12.0,226.0,8.57,3.64,1101.0,Wargames,True,5.98,Wargame,Dice Rolling,48.99,0.21,True,2019.0,5.0,220.2,255393.0,3383,"Dice Rolling, Grid Movement, Hexagon Grid, Ratio / Combat Results Table, Simulation, Zone of Control",Wargames
The Extraordinary Adventures of Baron Munchausen,3.0,20.0,45.0,10.0,365.0,7.28,1.48,1038.0,Party Games,True,5.77,Adventure,Auction/Bidding,5.0,0.35,True,1998.0,26.0,39.92,2470.0,3384,"Auction/Bidding, Role Playing, Storytelling","Party Games, Thematic Games"
Allegiance: A Realm Divided,2.0,4.0,60.0,10.0,302.0,8.04,2.95,494.0,Strategy Games,True,5.78,Fantasy,Action Points,50.0,0.61,True,2015.0,9.0,54.89,147887.0,3385,"Action Points, Hand Management, Variable Player Powers",Strategy Games
Empires of the Middle Ages,1.0,6.0,360.0,14.0,423.0,7.16,3.58,1048.0,Strategy Games,True,5.78,Civilization,Voting,50.0,0.4,True,1980.0,44.0,23.82,911.0,3386,Voting,"Strategy Games, Wargames"
California,2.0,5.0,60.0,8.0,1374.0,6.23,1.8,1921.0,Family Games,False,5.78,Economic,Market,19.99,0.72,True,2006.0,18.0,106.72,21464.0,3387,"Set Collection, Tile Placement",Family Games
Die Kutschfahrt zur Teufelsburg,3.0,10.0,30.0,12.0,722.0,6.58,2.07,1838.0,Party Games,True,5.81,Bluffing,Hand Management,20.0,0.39,True,2006.0,18.0,102.11,168839.0,3388,Hand Management,"Party Games, Strategy Games"
Martian Rails,2.0,6.0,180.0,12.0,387.0,7.23,3.18,890.0,Strategy Games,True,5.78,Economic,Commodity Speculation,33.6,0.43,True,2009.0,15.0,59.33,42929.0,3389,"Commodity Speculation, Crayon Rail System, Line Drawing, Network and Route Building, Pick-up and Deliver",Strategy Games
Twilight Imperium: Second Edition,2.0,6.0,240.0,12.0,525.0,6.91,3.51,864.0,Thematic Games,True,5.77,Civilization,Dice Rolling,25.0,0.61,True,2000.0,24.0,36.0,26055.0,3390,"Dice Rolling, Hexagon Grid, Modular Board, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting",Thematic Games
Crimson Company,1.0,4.0,45.0,0.0,412.0,7.41,2.26,938.0,Strategy Games,True,5.84,Card Game,Auction/Bidding,17.0,0.44,True,2019.0,5.0,187.6,249814.0,3392,"Auction/Bidding, Card Drafting",Strategy Games
Kariba,2.0,4.0,15.0,6.0,527.0,6.86,1.05,1170.0,Family Games,True,6.2,Card Game,Hand Management,19.99,0.45,True,2010.0,14.0,83.57,84732.0,3393,Hand Management,Family Games
Cthulhu Fluxx,2.0,6.0,30.0,8.0,2927.0,6.1,1.49,7179.0,Party Games,False,5.81,Card Game,Hand Management,9.99,0.41,True,2012.0,12.0,598.25,122159.0,3394,"Hand Management, Set Collection",Party Games
Quiddler,1.0,8.0,30.0,8.0,3117.0,6.07,1.43,6979.0,Family Games,False,5.86,Card Game,Hand Management,8.5,0.45,True,1998.0,26.0,268.42,339.0,3395,"Hand Management, Set Collection",Family Games
Orient Express,1.0,6.0,60.0,12.0,669.0,6.68,2.25,1466.0,Strategy Games,True,5.77,Deduction,Area Movement,14.99,0.46,True,1985.0,39.0,37.59,2363.0,3403,"Area Movement, Deduction, Dice Rolling, Events, Paper-and-Pencil, Race, Roll / Spin and Move, Track Movement, Variable Player Powers","Strategy Games, Thematic Games"
Orient Express,1.0,6.0,60.0,12.0,669.0,6.68,2.25,1466.0,Strategy Games,True,5.77,Deduction,Area Movement,14.99,0.46,True,2017.0,7.0,209.43,2363.0,3403,"Area Movement, Deduction, Dice Rolling, Events, Paper-and-Pencil, Race, Roll / Spin and Move, Track Movement, Variable Player Powers","Strategy Games, Thematic Games"
