Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Owned_Bool,Year Offset,Owned_Per_Year,perYear_Bool
Rondo,2,6,45,12,47,5.09,1.5,155,other,False,5.49,Card Game,Hand Management,18.0,0.3,False,2012,False,12,12.92,False
Rondo,2,6,45,12,47,5.09,1.5,155,other,False,5.49,Card Game,Hand Management,18.0,0.3,False,1997,False,27,5.74,False
A Conclave of Wyrms,3,6,60,10,73,5.38,2.0,250,other,False,5.49,Card Game,Set Collection,1.0,0.29,False,2010,False,14,17.86,False
Dinosaurs Extinct?,2,4,40,5,41,5.14,1.0,89,other,False,5.49,Animals,Roll / Spin and Move,15.5,0.46,False,2006,False,18,4.94,False
Amazones,3,5,30,10,53,5.1,1.2,62,other,False,5.49,Card Game,Auction/Bidding,15.5,0.85,False,2006,False,18,3.44,False
Dimension Demons,2,2,60,12,54,5.14,1.67,207,Wargames,False,5.49,Science Fiction,Dice Rolling,8.0,0.26,False,1981,False,43,4.81,False
Outburst Junior,2,8,30,7,160,5.39,1.57,518,Children's Games,False,5.48,Children's Game,Not available,10.0,0.31,False,1989,True,35,14.8,False
Living Labyrinth,2,4,20,8,95,5.43,1.8,163,other,False,5.49,Maze,Hand Management,5.0,0.58,False,2008,False,16,10.19,False
Operation: Kindergarten,2,4,60,12,65,5.32,2.0,182,other,False,5.49,Dice,Action Queue,42.0,0.36,False,2015,False,9,20.22,False
Orange Quest,2,6,30,14,39,5.65,1.5,51,other,False,5.49,Card Game,Hand Management,15.5,0.76,False,2015,False,9,5.67,False
Tales & Games: Baba Yaga,2,5,15,6,414,5.49,1.28,1285,Children's Games,False,5.48,Children's Game,Memory,20.49,0.32,False,2013,True,11,116.82,True
Rio Grande:  The Battle of Valverde,2,2,180,12,58,5.28,3.44,430,Wargames,False,5.49,American Civil War,Hexagon Grid,13.95,0.13,False,1991,True,33,13.03,False
Gute Freunde,2,4,20,5,40,4.9,1.0,105,Children's Games,False,5.49,Animals,Modular Board,30.0,0.38,False,1988,False,36,2.92,False
Pipeline,2,4,20,6,166,5.48,1.15,255,Abstract Games,False,5.5,Abstract Strategy,Tile Placement,8.0,0.65,False,2019,False,5,51.0,True
Pipeline,2,4,20,6,166,5.48,1.15,255,Abstract Games,False,5.5,Abstract Strategy,Tile Placement,8.0,0.65,False,1993,False,31,8.23,False
Pipeline,2,4,20,6,166,5.48,1.15,255,Abstract Games,False,5.5,Abstract Strategy,Tile Placement,8.0,0.65,False,1988,False,36,7.08,False
Alerta Roja,3,6,0,10,70,5.24,1.78,139,other,False,5.49,Bluffing,Secret Unit Deployment,29.0,0.5,False,0,False,2024,0.07,False
Taggle,3,6,20,14,117,5.4,1.0,282,other,False,5.48,Card Game,Voting,15.5,0.41,False,2011,False,13,21.69,False
We Detectives,2,4,30,7,36,5.21,1.5,107,other,False,5.49,Children's Game,Cooperative Game,15.5,0.34,False,2015,False,9,11.89,False
Skibe,3,5,20,8,54,5.16,0.0,141,other,False,5.49,Card Game,Not available,5.0,0.38,False,2016,False,8,17.62,False
Junggle,2,10,15,7,34,5.06,1.0,107,other,False,5.48,Action / Dexterity,Memory,15.5,0.32,False,2017,False,7,15.29,False
Saqqara,3,5,60,12,56,5.17,2.33,142,other,False,5.49,Ancient,Auction/Bidding,30.0,0.39,False,2012,False,12,11.83,False
Mâamut,2,4,20,10,73,5.21,1.33,174,other,False,5.49,Prehistoric,Open Drafting,29.9,0.42,False,2009,False,15,11.6,False
Spooky Castle,2,4,20,6,115,5.41,1.0,333,other,False,5.49,Action / Dexterity,Cooperative Game,4.0,0.35,False,2016,True,8,41.62,True
El Palé,2,6,60,9,88,5.54,1.8,131,other,False,5.49,Economic,Auction/Bidding,15.5,0.67,False,1935,False,89,1.47,False
United Square,2,4,15,8,112,5.4,1.71,42,other,False,5.47,Abstract Strategy,Tile Placement,15.5,2.67,False,2011,False,13,3.23,False
Drachenjäger von Xorlosch,2,6,60,12,65,5.19,2.25,153,other,False,5.49,Adventure,Area Majority / Influence,25.0,0.42,False,2006,False,18,8.5,False
Whosit?,2,6,45,0,109,5.35,1.4,253,other,False,5.49,Deduction,Variable Player Powers,18.0,0.43,False,1976,False,48,5.27,False
Escape from Sunset Island:  Zombie Apocalypse Simulator,4,10,90,9,83,5.93,2.0,107,other,False,5.49,Zombies,Cooperative Game,29.99,0.78,False,2013,False,11,9.73,False
Epic Death!,2,5,30,12,102,5.46,2.09,217,Party Games,False,5.49,Card Game,Dice Rolling,25.0,0.47,False,2014,False,10,21.7,False
Zwickern,3,4,30,9,32,4.87,2.0,155,other,False,5.49,Card Game,Hand Management,7.0,0.21,False,1999,False,25,6.2,False
Rapido,2,4,15,3,30,4.85,1.0,56,other,False,5.49,Action / Dexterity,Not available,15.5,0.54,False,2005,False,19,2.95,False
Firefly: Fistful of Credits,2,4,60,14,87,5.33,2.86,415,other,False,5.49,Adventure,Cooperative Game,10.0,0.21,False,2015,True,9,46.11,True
Das Gold der Maya,2,4,45,10,46,5.0,1.67,121,other,False,5.49,Puzzle,Auction/Bidding,12.99,0.38,False,1997,False,27,4.48,False
8 the Liar,2,8,15,8,37,4.85,1.0,49,other,False,5.49,Bluffing,Hand Management,12.9,0.76,False,2014,False,10,4.9,False
Monopoly: The Lord of the Rings Collectors Edition,2,6,90,8,45,5.95,2.3,124,other,False,5.49,Economic,Auction/Bidding,15.5,0.36,False,2005,False,19,6.53,False
Weird Things Humans Search For,2,20,30,14,115,5.37,1.0,304,Party Games,False,5.47,Party Game,Not available,3.0,0.38,False,2018,False,6,50.67,True
Shit Happens,2,8,60,18,546,5.51,1.13,1174,other,False,5.42,Card Game,Memory,20.99,0.47,False,2016,True,8,146.75,True
Trick-Taking: The Trick-Taking Game,2,4,30,0,74,5.21,1.67,382,other,False,5.48,Card Game,Trick-taking,9.99,0.19,False,2016,True,8,47.75,True
Monopoly: Spider-Man,2,6,120,8,53,5.15,1.5,191,other,False,5.5,Comic Book / Strip,Auction/Bidding,15.5,0.28,False,2002,False,22,8.68,False
Awful Fantasy: The Card Game,2,6,45,13,115,5.52,1.0,395,other,False,5.48,Card Game,Hand Management,20.0,0.29,False,2017,True,7,56.43,True
Wahoo,4,6,45,0,60,5.25,1.25,94,Abstract Games,False,5.49,Abstract Strategy,Dice Rolling,15.5,0.64,False,1930,False,94,1.0,False
Stadens Nyckel,3,6,120,9,117,5.27,2.25,218,other,False,5.49,City Building,Auction/Bidding,45.0,0.54,False,1998,False,26,8.38,False
Zoneplex,3,5,60,13,70,5.73,2.5,135,other,False,5.49,Adventure,Area Majority / Influence,25.0,0.52,False,2012,False,12,11.25,False
BrainBox: World,1,0,10,8,65,5.42,1.75,199,Children's Games,False,5.49,Card Game,Memory,15.5,0.33,False,0,False,2024,0.1,False
Yummy Yummy Pancake,2,4,20,5,86,5.43,1.0,147,other,False,5.49,Children's Game,Deduction,12.0,0.59,False,2017,False,7,21.0,False
Alchemy!,2,8,45,13,107,5.7,2.4,333,other,False,5.48,Card Game,Pattern Building,7.0,0.32,False,2014,True,10,33.3,True
GG,2,6,0,0,66,5.38,1.5,231,other,False,5.48,Abstract Strategy,Memory,15.5,0.29,False,2016,False,8,28.88,True
4th Dimension,2,2,45,12,78,5.28,2.0,208,Abstract Games,False,5.49,Abstract Strategy,Grid Movement,25.0,0.38,False,1977,False,47,4.43,False
Crosstrack,2,4,20,8,95,5.35,1.62,275,Abstract Games,False,5.49,Abstract Strategy,Network and Route Building,11.0,0.35,False,1994,False,30,9.17,False
Letra-Mix,1,4,20,8,124,5.35,1.38,233,other,False,5.49,Word Game,Dice Rolling,15.5,0.53,False,1977,False,47,4.96,False
Whad'Ya Know?,4,10,30,12,62,5.17,1.22,176,other,False,5.49,Party Game,Not available,13.5,0.35,False,2003,False,21,8.38,False
Sorry! Revenge Card Game,2,4,15,6,290,5.44,1.05,1129,other,False,5.48,Card Game,Hand Management,5.0,0.26,False,2009,True,15,75.27,True
Monopoly: Marvel Avengers,2,6,90,8,64,5.4,1.0,238,other,False,5.48,Economic,Roll / Spin and Move,15.5,0.27,False,2015,False,9,26.44,True
Flipping Flags,2,5,10,7,31,4.85,1.0,80,other,False,5.48,Card Game,Pattern Recognition,15.5,0.39,False,2015,False,9,8.89,False
Balance of Power,2,6,120,13,111,5.52,1.8,223,other,False,5.49,Napoleonic,Area Majority / Influence,10.0,0.5,False,2012,False,12,18.58,False
PBL Robots,2,3,60,12,42,5.32,1.6,130,other,False,5.49,Card Game,Dice Rolling,13.99,0.32,False,2015,False,9,14.44,False
Don't Wake the Dragon!,2,4,20,5,56,5.34,1.67,98,Children's Games,False,5.49,Animals,Roll / Spin and Move,15.5,0.57,False,1986,False,38,2.58,False
Politika,3,7,0,12,39,5.0,1.67,80,other,False,5.49,Card Game,Not available,15.5,0.49,False,1996,False,28,2.86,False
POOP: Party Pooper Edition,2,5,15,5,37,5.05,0.0,222,other,False,5.49,Card Game,Hand Management,5.0,0.17,False,2015,False,9,24.67,True
Turbulent Top,2,8,10,6,59,5.16,1.0,140,Children's Games,False,5.49,Children's Game,Pattern Recognition,4.95,0.42,False,1996,False,28,5.0,False
Vector 3,2,2,120,10,77,5.22,2.4,287,Wargames,False,5.49,Print & Play,Dice Rolling,5.0,0.27,False,1979,False,45,6.38,False
Perpetual Notion,2,4,30,10,58,5.19,1.0,182,other,False,5.49,Card Game,Not available,8.5,0.32,False,1993,False,31,5.87,False
Sanitarium,1,4,30,14,166,5.4,2.0,405,other,False,5.49,Card Game,Area Movement,15.49,0.41,False,2012,True,12,33.75,True
Monopoly: Simpsons Treehouse of Horror,2,6,180,8,56,5.61,1.75,144,other,False,5.49,Economic,Auction/Bidding,15.0,0.39,False,2005,False,19,7.58,False
Sangoku,2,5,30,10,30,4.94,2.0,130,other,False,5.49,Card Game,Hand Management,15.5,0.23,False,2016,False,8,16.25,False
War II,3,6,120,12,207,5.58,2.33,263,Wargames,False,5.48,Wargame,Area Movement,19.0,0.79,False,1981,False,43,6.12,False
The Quest of the Philosopher's Stone,2,8,120,8,155,5.4,2.36,463,other,False,5.49,Deduction,Not available,14.99,0.33,False,1986,True,38,12.18,False
Race,2,6,30,8,30,4.86,1.0,53,other,False,5.49,Card Game,Take That,15.5,0.57,False,1984,False,40,1.32,False
Race,2,6,30,8,30,4.86,1.0,53,other,False,5.49,Card Game,Take That,15.5,0.57,False,2016,False,8,6.62,False
My First Rummikub,2,4,30,5,62,5.16,1.33,217,Abstract Games,False,5.49,Abstract Strategy,Hand Management,15.5,0.29,False,1995,False,29,7.48,False
SchreckLicht,3,5,30,10,48,5.07,1.75,137,other,False,5.49,Horror,Roll / Spin and Move,8.0,0.35,False,2006,False,18,7.61,False
Ninja Wars,2,4,30,10,31,4.68,1.0,62,other,False,5.49,Card Game,Variable Player Powers,15.5,0.5,False,1998,False,26,2.38,False
Touché,2,6,30,8,358,5.49,1.4,652,Abstract Games,False,5.49,Card Game,Matching,20.0,0.55,False,1977,True,47,13.87,False
Touché,2,6,30,8,358,5.49,1.4,652,Abstract Games,False,5.49,Card Game,Matching,20.0,0.55,False,1979,True,45,14.49,False
Elementals,2,6,10,8,38,4.97,1.0,136,other,False,5.49,Card Game,Simultaneous Action Selection,15.5,0.28,False,2005,False,19,7.16,False
Europareise,2,6,30,10,55,5.22,1.2,134,other,False,5.49,Transportation,Not available,15.5,0.41,False,2007,False,17,7.88,False
Hit the Deck,2,6,30,8,38,5.04,1.0,193,other,False,5.49,Card Game,Not available,15.5,0.2,False,2009,False,15,12.87,False
Hit the Deck,2,6,30,8,38,5.04,1.0,193,other,False,5.49,Card Game,Not available,15.5,0.2,False,2001,False,23,8.39,False
Best of British,2,6,0,12,39,5.14,0.0,89,other,False,5.49,Trivia,Not available,15.5,0.44,False,2010,False,14,6.36,False
Greedy Wizards,2,2,20,10,38,5.2,1.0,63,other,False,5.49,Card Game,Trick-taking,5.0,0.6,False,2013,False,11,5.73,False
Hand Made Wonders,4,8,15,8,58,5.18,1.0,103,other,False,5.49,Action / Dexterity,Team-Based Game,15.5,0.56,False,2014,False,10,10.3,False
Combat Command: Tactical Armored Warfare,2,2,120,12,41,5.12,2.56,195,Wargames,False,5.49,Wargame,Dice Rolling,25.0,0.21,False,1972,False,52,3.75,False
Back Off! Buzzard,2,4,20,6,41,5.05,1.0,72,Children's Games,False,5.49,Animals,Point to Point Movement,7.5,0.57,False,1990,False,34,2.12,False
Hercules: The Legendary Journeys,2,4,180,8,33,4.97,2.33,112,other,False,5.49,Fantasy,Modular Board,5.0,0.29,False,1998,False,26,4.31,False
Lotus,2,4,20,10,210,5.39,1.57,414,Abstract Games,False,5.49,Abstract Strategy,Not available,14.99,0.51,False,2016,True,8,51.75,True
Lotus,2,4,20,10,210,5.39,1.57,414,Abstract Games,False,5.49,Abstract Strategy,Not available,14.99,0.51,False,1998,True,26,15.92,False
Tears of the Dragon,2,2,120,12,63,5.22,2.7,247,Thematic Games,False,5.49,Dice,Dice Rolling,15.0,0.26,False,2003,False,21,11.76,False
SPI Football,1,2,30,10,30,4.93,2.0,72,other,False,5.49,Sports,Not available,3.0,0.42,False,1980,False,44,1.64,False
Balancing Aliens,2,4,20,7,76,5.23,1.3,106,other,False,5.49,Action / Dexterity,Not available,12.0,0.72,False,2003,False,21,5.05,False
Time Jockeys,2,6,25,12,46,5.06,1.75,225,other,False,5.49,Card Game,Auction/Bidding,35.0,0.2,False,2016,False,8,28.12,True
Utter Nonsense,4,20,30,17,221,5.5,1.0,804,other,False,5.48,Card Game,Acting,17.99,0.27,False,2014,True,10,80.4,True
On Top,2,4,30,8,56,5.1,1.4,107,Abstract Games,False,5.49,Abstract Strategy,Area Majority / Influence,14.0,0.52,False,2008,False,16,6.69,False
Santa VS Jesus,4,16,90,12,65,5.29,1.0,196,other,False,5.48,Card Game,Role Playing,10.0,0.33,False,2016,False,8,24.5,True
Trivial Pursuit: All American Edition,2,6,60,12,63,5.26,2.0,199,other,False,5.49,Party Game,Roll / Spin and Move,20.0,0.32,False,1993,False,31,6.42,False
Ballons,2,5,10,3,82,5.25,1.0,163,Children's Games,False,5.49,Card Game,Not available,5.0,0.5,False,2003,False,21,7.76,False
Santa Timea,2,5,30,10,67,5.24,1.75,140,other,False,5.49,Card Game,Set Collection,15.0,0.48,False,2009,False,15,9.33,False
Wolsung: The Boardgame,2,4,30,0,218,5.47,2.23,297,other,False,5.49,Industry / Manufacturing,Auction/Bidding,38.95,0.73,False,2008,False,16,18.56,False
Junior Alias,5,8,30,4,81,5.29,1.0,170,Children's Games,False,5.49,Children's Game,Deduction,15.5,0.48,False,1994,False,30,5.67,False
Chicago,2,4,120,16,186,5.39,2.14,575,Strategy Games,False,5.49,Fighting,Area Majority / Influence,10.0,0.32,False,1986,True,38,15.13,False
Are You Normal?,2,6,30,18,30,4.8,0.0,67,other,False,5.49,Movies / TV / Radio theme,Betting and Bluffing,15.5,0.45,False,2013,False,11,6.09,False
Chute-5,2,4,30,0,42,5.0,1.0,142,other,False,5.49,Dice,Not available,13.97,0.3,False,1973,False,51,2.78,False
8-28,3,6,30,8,116,5.32,1.17,177,other,False,5.49,Bluffing,Push Your Luck,10.0,0.66,False,2015,False,9,19.67,False
Twelve Caesars,3,6,30,12,32,4.76,0.0,87,other,False,5.49,Ancient,Auction/Bidding,10.0,0.37,False,1997,False,27,3.22,False
Cows Can't Dance (But They Like to Be Asked!),2,5,45,8,41,5.0,1.0,89,other,False,5.49,Card Game,Set Collection,6.0,0.46,False,1996,False,28,3.18,False
Election USA,3,5,90,12,72,5.12,1.73,117,other,False,5.49,Political,Not available,10.0,0.62,False,2004,False,20,5.85,False
Bad Grandmas,2,2,10,8,43,5.07,1.0,108,other,False,5.49,Card Game,Simultaneous Action Selection,15.5,0.4,False,2011,False,13,8.31,False
Extinction,2,6,60,12,42,5.02,1.5,94,other,False,5.49,Prehistoric,Contracts,5.0,0.45,False,1993,False,31,3.03,False
Banana Bandits,2,4,40,8,192,5.44,1.67,471,other,False,5.48,Animals,Action Points,29.9,0.41,False,2016,True,8,58.88,True
Skräll,2,6,60,0,44,5.74,1.75,75,Wargames,False,5.49,Science Fiction,Dice Rolling,20.0,0.59,False,2007,False,17,4.41,False
Sunblock,2,4,5,6,64,5.22,1.11,225,other,False,5.49,Action / Dexterity,Area Majority / Influence,15.5,0.28,False,2011,False,13,17.31,False
Celtyckie Miecze,2,6,100,0,32,4.84,2.8,47,Wargames,False,5.49,Fantasy,Dice Rolling,15.5,0.68,False,1993,False,31,1.52,False
Malta Convoy: Operation Pedestal,1,1,20,0,33,4.94,1.38,62,Wargames,False,5.49,Print & Play,Dice Rolling,15.5,0.53,False,2001,False,23,2.7,False
Bounty,2,8,60,8,83,5.32,1.67,162,other,False,5.49,Adventure,Pick-up and Deliver,10.0,0.51,False,2000,False,24,6.75,False
Adventurer: Card Game,1,4,10,8,39,5.07,1.33,50,other,False,5.49,Adventure,Not available,5.0,0.78,False,2007,False,17,2.94,False
Quick Wit,2,12,45,12,58,5.21,1.75,168,other,False,5.49,Party Game,Not available,5.99,0.35,False,1987,False,37,4.54,False
Deck Building: The Deck Building Game,2,2,20,13,394,5.44,1.33,1157,other,False,5.48,Card Game,"Deck, Bag, and Pool Building",30.0,0.34,False,2015,True,9,128.56,True
Waterworks,2,5,30,8,1904,5.53,1.21,4176,Family Games,False,5.5,Card Game,Take That,8.95,0.46,False,1972,True,52,80.31,True
Tempest of the Gods,2,4,60,10,31,4.83,2.67,86,Customizable Games,False,5.49,Card Game,Not available,15.5,0.36,False,1995,False,29,2.97,False
Carmarace,2,6,90,8,55,5.15,2.75,131,other,False,5.49,Bluffing,Area Movement,49.99,0.42,False,2014,False,10,13.1,False
Scrabble Rebus,2,4,60,8,31,4.89,1.67,150,other,False,5.49,Educational,Tile Placement,1.0,0.21,False,1986,False,38,3.95,False
MythBusters: The Game,2,6,45,8,32,4.99,1.0,98,other,False,5.49,Educational,Memory,15.5,0.33,False,2010,False,14,7.0,False
Damn the Torpedoes!,2,6,120,12,37,4.94,1.33,85,Wargames,False,5.49,American Civil War,Hand Management,10.0,0.44,False,1995,False,29,2.93,False
Murphy,2,6,60,12,37,4.91,2.0,113,other,False,5.49,Deduction,Not available,9.0,0.33,False,1989,False,35,3.23,False
Paititi,2,4,45,8,73,5.22,2.0,237,other,False,5.49,Card Game,Not available,17.9,0.31,False,2014,False,10,23.7,True
MimiQ,2,4,10,4,81,5.26,1.0,227,other,False,5.48,Children's Game,Acting,15.5,0.36,False,2011,False,13,17.46,False
Harry Potter Hogwarts Dueling Club Game,2,4,45,8,43,5.13,1.8,119,other,False,5.49,Children's Game,Rock-Paper-Scissors,8.0,0.36,False,2004,False,20,5.95,False
Riddles & Riches,2,4,30,12,41,4.95,1.33,113,other,False,5.49,Deduction,Dice Rolling,1.0,0.36,False,1996,False,28,4.04,False
VH1 Pop Up Video Game,2,0,45,13,42,4.92,1.5,123,other,False,5.49,Movies / TV / Radio theme,Dice Rolling,15.5,0.34,False,1999,False,25,4.92,False
Joomba!,2,8,15,6,66,5.27,1.0,236,other,False,5.49,Animals,Pattern Recognition,7.49,0.28,False,2012,False,12,19.67,False
Space Checkers,2,4,30,8,47,5.01,1.0,162,Abstract Games,False,5.49,Abstract Strategy,Roll / Spin and Move,5.0,0.29,False,2006,False,18,9.0,False
Berzerk,2,2,30,7,38,5.0,1.33,152,Abstract Games,False,5.49,Abstract Strategy,Not available,5.0,0.25,False,1983,False,41,3.71,False
Quest Cards,1,8,40,12,38,5.03,1.4,56,other,False,5.49,Adventure,Dice Rolling,7.5,0.68,False,2005,False,19,2.95,False
"Ship, Captain, and Crew",2,10,15,8,50,5.2,1.0,131,other,False,5.48,Dice,Not available,5.0,0.38,False,0,False,2024,0.06,False
Wind & Wetter,2,4,45,8,76,5.2,1.88,201,other,False,5.49,Abstract Strategy,Grid Movement,12.5,0.38,False,2007,False,17,11.82,False
Soccerama,2,6,60,0,34,5.1,1.67,54,other,False,5.49,Dice,Auction/Bidding,3.0,0.63,False,1968,False,56,0.96,False
Migrato,2,2,15,9,102,5.28,1.4,76,other,False,5.49,Animals,Hand Management,4.0,1.34,False,2013,False,11,6.91,False
Trivial Pursuit: Star Wars - Episode I,2,16,60,12,39,4.74,2.33,68,other,False,5.49,Movies / TV / Radio theme,Roll / Spin and Move,15.5,0.57,False,1999,False,25,2.72,False
Power Barons,3,4,30,10,178,5.43,2.04,574,Family Games,False,5.49,Card Game,Not available,12.0,0.31,False,1986,True,38,15.11,False
The X-Files Collectible Card Game,2,2,60,10,365,5.57,2.38,821,Customizable Games,False,5.5,Card Game,Action Points,5.0,0.44,False,1996,True,28,29.32,True
Monopoly: Spanish,2,6,180,8,85,5.4,1.75,131,other,False,0.0,Not available,Not available,15.5,0.65,False,1985,False,39,3.36,False
Alchemist Academy,2,6,30,10,42,5.0,1.5,127,other,False,5.49,Card Game,Hand Management,20.0,0.33,False,2013,False,11,11.55,False
Derby Days,2,4,20,6,41,4.97,1.0,114,Children's Games,False,5.49,Animals,Roll / Spin and Move,6.0,0.36,False,1989,False,35,3.26,False
Back to Iraq,2,2,180,12,77,5.32,2.85,381,Wargames,False,5.49,Modern Warfare,Dice Rolling,15.0,0.2,False,1993,True,31,12.29,False
Bowling for Zombies!!!,2,5,15,0,45,4.91,1.0,264,other,False,5.48,Zombies,Not available,4.12,0.17,False,2013,False,11,24.0,True
Casino Hot Dog,2,4,20,7,47,5.03,1.0,47,Children's Games,False,5.49,Bluffing,Betting and Bluffing,15.5,1.0,False,2008,False,16,2.94,False
Peasant Buffet,2,7,15,0,75,5.43,1.33,191,other,False,5.49,Card Game,Player Elimination,4.0,0.39,False,2015,False,9,21.22,False
The Witcher,2,2,20,0,34,5.2,2.0,72,other,False,5.49,Card Game,Open Drafting,15.5,0.47,False,2007,False,17,4.24,False
Scandinavia and the World: A Heap of Trouble,3,5,40,14,49,4.94,1.67,224,other,False,5.48,Card Game,Auction/Bidding,15.5,0.22,False,2017,False,7,32.0,True
5 Alive,2,7,30,7,304,5.47,1.27,603,other,False,5.51,Card Game,Hand Management,2.5,0.5,False,1990,True,34,17.74,False
Fredericus,2,4,30,8,168,5.38,2.0,423,Family Games,False,5.49,Medieval,Betting and Bluffing,15.99,0.4,False,2005,True,19,22.26,False
Pergamemnon,2,5,45,10,197,5.41,2.29,506,other,False,5.49,Ancient,"Deck, Bag, and Pool Building",12.95,0.39,False,2011,True,13,38.92,True
Virus & Co,3,6,45,11,92,5.24,1.67,194,other,False,5.49,Card Game,Auction/Bidding,10.0,0.47,False,2002,False,22,8.82,False
Pivot,2,8,30,10,80,5.19,1.0,185,other,False,5.49,Card Game,Not available,4.0,0.43,False,1998,False,26,7.12,False
CatTube Famous,2,6,30,10,32,4.79,1.0,77,other,False,5.49,Animals,Hand Management,2.0,0.42,False,2015,False,9,8.56,False
Kismet,2,2,30,7,232,5.46,1.4,529,other,False,5.5,Dice,Not available,5.0,0.44,False,1963,True,61,8.67,False
Kismet,2,2,30,7,232,5.46,1.4,529,other,False,5.5,Dice,Not available,5.0,0.44,False,1997,True,27,19.59,False
Splash Attack,2,4,15,5,103,5.29,1.0,178,Children's Games,False,5.49,Action / Dexterity,Dice Rolling,15.5,0.58,False,2005,False,19,9.37,False
Rhino Hero: Active Kids,2,4,15,5,36,5.08,1.0,94,other,False,5.49,Action / Dexterity,Dice Rolling,5.0,0.38,False,2017,False,7,13.43,False
The Bionic Woman,2,4,45,7,40,4.88,1.0,149,Children's Games,False,5.49,Adventure,Variable Player Powers,15.5,0.27,False,1976,False,48,3.1,False
Monopoly: The Legend of Zelda,0,0,180,0,316,5.56,2.22,1373,other,False,5.49,Economic,Auction/Bidding,11.0,0.23,False,2014,True,10,137.3,True
Свинтус,2,8,30,6,186,5.43,1.0,227,other,False,5.48,Card Game,Open Drafting,15.5,0.82,False,2006,False,18,12.61,False
"Si, Oscuro Padrino!",4,11,30,12,113,5.45,1.0,326,other,False,5.48,Card Game,Acting,9.5,0.35,False,2007,True,17,19.18,False
Surviving: One month in,2,4,90,11,52,5.26,2.0,149,other,False,5.48,Territory Building,Area Majority / Influence,12.0,0.35,False,2015,False,9,16.56,False
Tis The Season: Christmas Trivia,1,5,20,8,33,4.91,1.33,136,other,False,5.49,Card Game,Not available,5.0,0.24,False,1988,False,36,3.78,False
NECTAR,2,4,30,10,31,4.84,0.0,85,other,False,5.49,Card Game,Hand Management,31.5,0.36,False,2016,False,8,10.62,False
Geni!,1,0,0,10,30,4.77,1.8,34,other,False,5.49,Trivia,Modular Board,15.5,0.88,False,0,False,2024,0.02,False
Monopoly: Crazy Cash,2,4,0,5,42,5.22,1.0,108,other,False,5.49,Children's Game,Dice Rolling,15.5,0.39,False,2009,False,15,7.2,False
The Red Dragon's Lair,1,7,120,9,44,6.14,1.5,100,other,False,5.49,Adventure,Cooperative Game,17.0,0.44,False,2014,False,10,10.0,False
My Word,1,6,30,10,46,5.12,1.63,125,other,False,5.49,Card Game,Hand Management,2.0,0.37,False,1980,False,44,2.84,False
The Real Ghostbusters Game,2,4,30,6,97,5.37,1.25,192,other,False,5.49,Adventure,Roll / Spin and Move,6.0,0.51,False,1986,False,38,5.05,False
Eagles of the Empire: Napoleon in the Desert,2,2,120,12,59,5.14,2.44,237,Wargames,False,5.49,Napoleonic,Area Movement,27.0,0.25,False,2002,False,22,10.77,False
Apache: A Game of the Old West,2,6,120,12,39,5.13,2.75,120,Wargames,False,5.49,American Indian Wars,Events,10.0,0.32,False,1981,False,43,2.79,False
Candy Land Castle,2,4,0,3,33,4.89,1.0,62,Children's Games,False,5.48,Children's Game,Pattern Recognition,15.5,0.53,False,2007,False,17,3.65,False
Cul-De-Sac Conquest,2,8,60,14,52,5.42,1.5,195,other,False,5.48,Card Game,Take That,3.0,0.27,False,2016,False,8,24.38,True
Hot Spot,2,2,60,10,76,5.2,1.4,330,Wargames,False,5.5,Science Fiction,Dice Rolling,4.0,0.23,False,1979,True,45,7.33,False
Nmbrs!,2,8,20,7,54,5.08,1.6,122,other,False,5.49,Card Game,Open Drafting,4.5,0.44,False,2009,False,15,8.13,False
Monopoly: My Marvel Heroes,2,8,120,8,30,4.76,2.0,89,other,False,5.49,Comic Book / Strip,Auction/Bidding,45.0,0.34,False,0,False,2024,0.04,False
Zombies!!! The Card Game,2,6,60,13,119,5.36,1.38,425,other,False,5.48,Card Game,Dice Rolling,1.0,0.28,False,2012,True,12,35.42,True
Frik,2,6,90,12,42,5.07,1.33,100,other,False,5.49,Economic,Roll / Spin and Move,15.5,0.42,False,1986,False,38,2.63,False
Yum,2,5,30,7,119,5.25,1.14,248,other,False,5.5,Dice,Dice Rolling,15.5,0.48,False,1959,False,65,3.82,False
Corda,1,6,10,8,37,4.89,3.0,150,Abstract Games,False,5.49,Abstract Strategy,Modular Board,15.0,0.25,False,1982,False,42,3.57,False
Doomtrooper,2,7,60,10,476,5.65,2.14,706,Customizable Games,False,5.5,Card Game,Action Points,15.0,0.67,False,1994,True,30,23.53,True
Beim Zeus!,3,6,90,12,74,5.22,2.14,209,other,False,5.49,Ancient,Auction/Bidding,9.99,0.35,False,1997,False,27,7.74,False
Pipeline,2,4,30,8,86,5.23,1.8,154,Abstract Games,False,5.49,Abstract Strategy,Tile Placement,7.0,0.56,False,2019,False,5,30.8,True
Pipeline,2,4,30,8,86,5.23,1.8,154,Abstract Games,False,5.49,Abstract Strategy,Tile Placement,7.0,0.56,False,1993,False,31,4.97,False
Pipeline,2,4,30,8,86,5.23,1.8,154,Abstract Games,False,5.49,Abstract Strategy,Tile Placement,7.0,0.56,False,1988,False,36,4.28,False
